Year,Leage,Team,Park,FirstGame,LastGame,Games,Openings,Attendance
1964,AL,LAA,LOS03,4/21/1964,9/27/1964,81,72,760611
1964,NL,LAN,LOS03,4/14/1964,10/4/1964,81,77,2234498
1964,AL,MIN,MIN02,4/22/1964,10/4/1964,82,79,1207508
1964,NL,ML1,MIL05,4/22/1964,10/4/1964,81,73,912022
1964,AL,NYA,NYC16,4/16/1964,10/4/1964,81,67,1305638
1964,NL,NYN,NYC17,4/17/1964,9/27/1964,82,66,1734389
1964,NL,PHI,PHI11,4/14/1964,9/27/1964,81,73,1425972
1964,NL,PIT,PIT06,4/14/1964,9/27/1964,81,70,759498
1964,NL,SFN,SFO02,4/14/1964,10/4/1964,81,76,1503544
1964,NL,SLN,STL07,4/22/1964,10/4/1964,81,76,1142667
1964,AL,WS2,WAS10,4/13/1964,9/27/1964,81,70,595271
1965,AL,BAL,BAL11,4/13/1965,9/30/1965,79,68,784803
1965,AL,BOS,BOS07,4/17/1965,10/3/1965,81,72,651761
1965,AL,CAL,LOS03,4/13/1965,9/22/1965,80,69,570253
1965,AL,CHA,CHI10,4/15/1965,10/3/1965,81,67,1133319
1965,NL,CHN,CHI11,4/12/1965,9/26/1965,83,70,632788
1965,NL,CIN,CIN07,4/12/1965,9/22/1965,81,73,1048540
1965,AL,CLE,CLE07,4/21/1965,10/3/1965,82,72,962727
1965,AL,DET,DET04,4/21/1965,9/26/1965,81,67,1029735
1965,NL,HOU,HOU02,4/12/1965,10/3/1965,81,80,2151470
1965,AL,KC1,KAN05,4/12/1965,9/26/1965,81,70,523276
1965,NL,LAN,LOS03,4/20/1965,10/3/1965,81,78,2560648
1965,AL,MIN,MIN02,4/12/1965,10/3/1965,81,77,1463288
1965,NL,ML1,MIL05,4/15/1965,9/22/1965,81,73,555668
1965,AL,NYA,NYC16,4/21/1965,9/26/1965,83,69,1304296
1965,NL,NYN,NYC17,4/12/1965,10/3/1965,82,68,1755366
1965,NL,PHI,PHI11,4/14/1965,9/29/1965,80,73,1166099
1965,NL,PIT,PIT06,4/12/1965,10/3/1965,82,73,916743
1965,NL,SFN,SFO02,4/20/1965,10/3/1965,81,76,1546066
1965,NL,SLN,STL07,4/15/1965,9/22/1965,81,75,1234891
1965,AL,WS2,WAS10,4/12/1965,10/3/1965,81,67,562913
1966,NL,ATL,ATL01,4/12/1966,9/28/1966,82,76,1539796
1966,AL,BAL,BAL11,4/15/1966,10/2/1966,79,67,1203424
1966,AL,BOS,BOS07,4/12/1966,9/18/1966,81,68,815197
1966,AL,CAL,ANA01,4/19/1966,10/2/1966,81,77,1407756
1966,AL,CHA,CHI10,4/12/1966,10/2/1966,81,68,973770
1966,NL,CHN,CHI11,4/19/1966,9/25/1966,81,70,635890
1966,NL,CIN,CIN07,4/22/1966,10/2/1966,79,69,745156
1966,AL,CLE,CLE07,4/15/1966,9/21/1966,81,71,920251
1966,AL,DET,DET04,4/15/1966,10/2/1966,81,70,1124294
1966,NL,HOU,HOU02,4/18/1966,9/25/1966,81,80,1878398
1966,AL,KC1,KAN05,4/19/1966,9/25/1966,81,70,773599
1966,NL,LAN,LOS03,4/12/1966,9/21/1966,81,78,2617056
1966,AL,MIN,MIN02,4/12/1966,9/28/1966,81,77,1259556
1966,AL,NYA,NYC16,4/12/1966,9/25/1966,82,69,1224803
1966,NL,NYN,NYC17,4/15/1966,10/2/1966,81,69,1933834
1966,NL,PHI,PHI11,4/15/1966,10/2/1966,81,74,1108191
1966,NL,PIT,PIT06,4/15/1966,10/2/1966,81,75,1196618
1966,NL,SFN,SFO02,4/12/1966,9/21/1966,81,77,1657192
1966,NL,SLN,STL07,4/13/1966,5/8/1966,10,10,122157
1966,NL,SLN,STL09,5/12/1966,10/2/1966,71,66,1590563
1966,AL,WS2,WAS10,4/11/1966,9/26/1966,78,66,589817
1967,NL,ATL,ATL01,4/13/1967,10/1/1967,81,80,1379214
1967,AL,BAL,BAL11,4/11/1967,9/26/1967,77,64,854902
1967,AL,BOS,BOS07,4/12/1967,10/1/1967,81,72,1694362
1967,AL,CAL,ANA01,4/11/1967,9/20/1967,83,75,1318067
1967,AL,CHA,CHI10,4/15/1967,10/1/1967,82,62,986471
1967,NL,CHN,CHI11,4/11/1967,9/26/1967,84,69,977226
1967,NL,CIN,CIN07,4/10/1967,10/1/1967,81,73,957700
1967,AL,CLE,CLE07,4/19/1967,10/1/1967,81,72,666463
1967,AL,DET,DET04,4/18/1967,10/1/1967,82,67,1458411
1967,NL,HOU,HOU02,4/11/1967,9/27/1967,81,80,1348285
1967,AL,KC1,KAN05,4/11/1967,9/27/1967,81,68,660747
1967,NL,LAN,LOS03,4/18/1967,10/1/1967,81,77,1665034
1967,AL,MIN,MIN02,4/14/1967,9/27/1967,81,76,1481259
1967,AL,NYA,NYC16,4/14/1967,10/1/1967,82,69,1142656
1967,NL,NYN,NYC17,4/11/1967,9/24/1967,78,67,1565500
1967,NL,PHI,PHI11,4/14/1967,9/20/1967,80,71,825512
1967,NL,PIT,PIT06,4/14/1967,10/1/1967,81,75,909012
1967,NL,SFN,SFO02,4/18/1967,10/1/1967,82,74,1242500
1967,NL,SLN,STL09,4/11/1967,9/24/1967,81,75,2089645
1967,AL,WS2,WAS10,4/10/1967,9/24/1967,80,69,765788
1968,NL,ATL,ATL01,4/12/1968,9/29/1968,81,80,1146398
1968,AL,BAL,BAL11,4/10/1968,9/27/1968,80,71,876084
1968,AL,BOS,BOS07,4/16/1968,9/29/1968,81,76,1882655
1968,AL,CAL,ANA01,4/17/1968,9/29/1968,81,80,1025956
1968,AL,CHA,CHI10,4/10/1968,9/22/1968,72,58,537050
1968,AL,CHA,MIL05,5/15/1968,8/26/1968,9,9,264297
1968,NL,CHN,CHI11,4/13/1968,9/29/1968,82,71,1043409
1968,NL,CIN,CIN07,4/10/1968,9/29/1968,82,75,733354
1968,AL,CLE,CLE07,4/11/1968,9/22/1968,81,73,856815
1968,AL,DET,DET04,4/10/1968,9/29/1968,81,73,2032257
1968,NL,HOU,HOU02,4/10/1968,9/25/1968,81,81,1326718
1968,NL,LAN,LOS03,4/10/1968,9/22/1968,81,78,1581093
1968,AL,MIN,MIN02,4/17/1968,9/22/1968,81,76,1141103
1968,AL,NYA,NYC16,4/10/1968,9/25/1968,82,64,1124049
1968,NL,NYN,NYC17,4/17/1968,9/29/1968,82,69,1781657
1968,AL,OAK,OAK01,4/17/1968,9/29/1968,83,78,857017
1968,NL,PHI,PHI11,4/17/1968,9/22/1968,81,69,668040
1968,NL,PIT,PIT06,4/17/1968,9/25/1968,81,70,693386
1968,NL,SFN,SFO02,4/10/1968,9/22/1968,81,75,837224
1968,NL,SLN,STL09,4/10/1968,9/29/1968,81,76,2011567
1968,AL,WS2,WAS10,4/10/1968,9/25/1968,81,71,541282
1969,NL,ATL,ATL01,4/7/1969,10/2/1969,81,74,1501047
1969,AL,BAL,BAL11,4/8/1969,10/1/1969,81,73,1012368
1969,AL,BOS,BOS07,4/14/1969,9/28/1969,81,76,1837449
1969,AL,CAL,ANA01,4/8/1969,9/24/1969,81,77,758728
1969,AL,CHA,CHI10,4/16/1969,9/28/1969,70,59,394865
1969,AL,CHA,MIL05,4/23/1969,9/26/1969,11,11,198211
1969,NL,CHN,CHI11,4/8/1969,10/2/1969,82,76,1674953
1969,NL,CIN,CIN07,4/7/1969,9/28/1969,81,73,987991
1969,AL,CLE,CLE07,4/11/1969,9/25/1969,81,72,628942
1969,AL,DET,DET04,4/8/1969,9/25/1969,81,77,1584063
1969,NL,HOU,HOU02,4/11/1969,9/24/1969,81,80,1442995
1969,AL,KCA,KAN05,4/8/1969,10/2/1969,82,73,902380
1969,NL,LAN,LOS03,4/15/1969,10/2/1969,81,78,1794527
1969,AL,MIN,MIN02,4/18/1969,10/2/1969,81,78,1319387
1969,NL,MON,MON01,4/14/1969,9/28/1969,81,72,1213277
1969,AL,NYA,NYC16,4/15/1969,10/1/1969,80,67,1077387
1969,NL,NYN,NYC17,4/8/1969,9/24/1969,82,70,2192091
1969,AL,OAK,OAK01,4/8/1969,9/28/1969,81,72,778395
1969,NL,PHI,PHI11,4/14/1969,9/28/1969,81,71,519401
1969,NL,PIT,PIT06,4/11/1969,10/2/1969,81,70,769349
1969,NL,SDN,SAN01,4/8/1969,9/24/1969,81,75,626847
1969,AL,SE1,SEA01,4/11/1969,10/2/1969,82,74,668215
1969,NL,SFN,SFO02,4/17/1969,10/2/1969,81,74,873603
1969,NL,SLN,STL09,4/8/1969,10/2/1969,80,76,1682673
1969,AL,WS2,WAS10,4/7/1969,10/1/1969,81,75,914227
1970,NL,ATL,ATL01,4/13/1970,9/27/1970,81,74,1078800
1970,AL,BAL,BAL11,4/10/1970,10/1/1970,81,75,1027904
1970,AL,BOS,BOS07,4/14/1970,9/30/1970,81,77,1594593
1970,AL,CAL,ANA01,4/14/1970,10/1/1970,81,80,1098557
1970,AL,CHA,CHI10,4/7/1970,9/27/1970,84,69,494411
1970,NL,CHN,CHI11,4/14/1970,9/17/1970,80,72,1642523
1970,NL,CIN,CIN07,4/6/1970,6/24/1970,36,34,566928
1970,NL,CIN,CIN08,6/30/1970,10/1/1970,45,43,1245302
1970,AL,CLE,CLE07,4/7/1970,9/27/1970,81,72,728209
1970,AL,DET,DET04,4/14/1970,10/1/1970,81,75,1481364
1970,NL,HOU,HOU02,4/10/1970,10/1/1970,81,80,1247444
1970,AL,KCA,KAN05,4/7/1970,9/27/1970,79,72,692986
1970,NL,LAN,LOS03,4/7/1970,9/23/1970,81,78,1697141
1970,AL,ML4,MIL05,4/7/1970,9/24/1970,81,73,935496
1970,AL,MIN,MIN02,4/11/1970,10/1/1970,81,76,1251138
1970,NL,MON,MON01,4/8/1970,9/27/1970,80,74,1424449
1970,AL,NYA,NYC16,4/7/1970,9/27/1970,81,69,1136873
1970,NL,NYN,NYC17,4/14/1970,10/1/1970,82,74,2697456
1970,AL,OAK,OAK01,4/13/1970,10/1/1970,81,77,778436
1970,NL,PHI,PHI11,4/7/1970,10/1/1970,80,73,708247
1970,NL,PIT,PIT06,4/7/1970,6/28/1970,42,40,386907
1970,NL,PIT,PIT07,7/16/1970,9/27/1970,40,36,955100
1970,NL,SDN,SAN01,4/7/1970,10/1/1970,81,73,633369
1970,NL,SFN,SFO02,4/7/1970,9/27/1970,81,72,740404
1970,NL,SLN,STL09,4/10/1970,10/1/1970,81,75,1627777
1970,AL,WS2,WAS10,4/6/1970,9/27/1970,81,79,824750
1971,NL,ATL,ATL01,4/9/1971,9/30/1971,82,76,1006320
1971,AL,BAL,BAL11,4/7/1971,9/29/1971,77,64,1033035
1971,AL,BOS,BOS07,4/6/1971,9/26/1971,80,75,1630612
1971,AL,CAL,ANA01,4/6/1971,9/26/1971,81,79,926253
1971,AL,CHA,CHI10,4/9/1971,9/30/1971,81,69,832388
1971,NL,CHN,CHI11,4/6/1971,9/26/1971,81,77,1653007
1971,NL,CIN,CIN08,4/5/1971,9/26/1971,81,76,1501125
1971,AL,CLE,CLE07,4/8/1971,9/29/1971,81,72,591298
1971,AL,DET,DET04,4/6/1971,9/26/1971,81,77,1591037
1971,NL,HOU,HOU02,4/5/1971,9/23/1971,81,79,1260897
1971,AL,KCA,KAN05,4/12/1971,9/26/1971,81,72,910784
1971,NL,LAN,LOS03,4/9/1971,9/30/1971,81,78,2064549
1971,AL,ML4,MIL05,4/10/1971,9/19/1971,82,75,731533
1971,AL,MIN,MIN02,4/6/1971,9/30/1971,79,75,940848
1971,NL,MON,MON01,4/13/1971,9/30/1971,80,72,1293053
1971,AL,NYA,NYC16,4/13/1971,9/22/1971,81,70,1074518
1971,NL,NYN,NYC17,4/6/1971,9/30/1971,81,75,2313931
1971,AL,OAK,OAK01,4/7/1971,9/29/1971,81,73,907835
1971,NL,PHI,PHI12,4/10/1971,9/30/1971,81,75,1511073
1971,NL,PIT,PIT07,4/6/1971,9/19/1971,80,77,1540368
1971,NL,SDN,SAN01,4/6/1971,9/30/1971,81,69,549075
1971,NL,SFN,SFO02,4/12/1971,9/19/1971,81,72,1119834
1971,NL,SLN,STL09,4/10/1971,9/26/1971,82,79,1604431
1971,AL,WS2,WAS10,4/5/1971,9/30/1971,81,77,655156
1972,NL,ATL,ATL01,4/17/1972,10/4/1972,78,70,761542
1972,AL,BAL,BAL11,4/16/1972,10/1/1972,77,70,924245
1972,AL,BOS,BOS07,4/17/1972,9/28/1972,78,74,1423484
1972,AL,CAL,ANA01,4/15/1972,10/4/1972,80,78,736804
1972,AL,CHA,CHI10,4/18/1972,9/27/1972,78,66,1198654
1972,NL,CHN,CHI11,4/15/1972,10/4/1972,77,75,1330571
1972,NL,CIN,CIN08,4/15/1972,10/4/1972,76,71,1628077
1972,AL,CLE,CLE07,4/15/1972,10/3/1972,77,65,759774
1972,AL,DET,DET04,4/15/1972,10/4/1972,78,75,1938791
1972,NL,HOU,HOU02,4/15/1972,9/27/1972,77,76,1464244
1972,AL,KCA,KAN05,4/15/1972,10/4/1972,77,70,717082
1972,NL,LAN,LOS03,4/21/1972,9/27/1972,75,73,1860498
1972,AL,ML4,MIL05,4/22/1972,9/24/1972,79,68,600419
1972,AL,MIN,MIN02,4/23/1972,10/4/1972,74,69,807571
1972,NL,MON,MON01,4/18/1972,10/4/1972,78,73,1149506
1972,AL,NYA,NYC16,4/18/1972,10/4/1972,77,62,967715
1972,NL,NYN,NYC17,4/15/1972,9/24/1972,78,72,2134194
1972,AL,OAK,OAK01,4/15/1972,9/28/1972,77,70,927544
1972,NL,PHI,PHI12,4/17/1972,9/28/1972,79,77,1481637
1972,NL,PIT,PIT07,4/18/1972,10/4/1972,78,73,1520969
1972,NL,SDN,SAN01,4/15/1972,10/1/1972,80,70,643273
1972,NL,SFN,SFO02,4/21/1972,10/4/1972,77,69,645578
1972,NL,SLN,STL09,4/15/1972,9/27/1972,77,72,1196894
1972,AL,TEX,ARL01,4/21/1972,10/1/1972,77,75,667287
1973,NL,ATL,ATL01,4/6/1973,9/30/1973,81,68,802848
1973,AL,BAL,BAL11,4/6/1973,9/29/1973,81,72,960307
1973,AL,BOS,BOS07,4/6/1973,9/30/1973,81,77,1483301
1973,AL,CAL,ANA01,4/6/1973,9/30/1973,81,80,1057631
1973,AL,CHA,CHI10,4/11/1973,9/27/1973,81,75,1315260
1973,NL,CHN,CHI11,4/6/1973,10/1/1973,80,73,1351971
1973,NL,CIN,CIN08,4/5/1973,9/30/1973,81,75,2017821
1973,AL,CLE,CLE07,4/7/1973,9/26/1973,81,68,605066
1973,AL,DET,DET04,4/11/1973,9/24/1973,81,78,1724146
1973,NL,HOU,HOU02,4/9/1973,9/26/1973,81,80,1393998
1973,AL,KCA,KAN06,4/10/1973,9/23/1973,81,74,1345441
1973,NL,LAN,LOS03,4/11/1973,9/23/1973,81,80,2139452
1973,AL,ML4,MIL05,4/13/1973,9/27/1973,81,73,1092244
1973,AL,MIN,MIN02,4/13/1973,9/23/1973,81,76,907499
1973,NL,MON,MON01,4/14/1973,9/24/1973,81,73,1246863
1973,AL,NYA,NYC16,4/9/1973,9/30/1973,81,72,1262039
1973,NL,NYN,NYC17,4/6/1973,9/26/1973,81,73,1914695
1973,AL,OAK,OAK01,4/6/1973,9/30/1973,81,79,1000045
1973,NL,PHI,PHI12,4/10/1973,9/23/1973,81,75,1475932
1973,NL,PIT,PIT07,4/6/1973,10/1/1973,81,72,1318558
1973,NL,SDN,SAN01,4/6/1973,9/29/1973,81,75,612005
1973,NL,SFN,SFO02,4/9/1973,9/23/1973,81,74,834415
1973,NL,SLN,STL09,4/11/1973,9/30/1973,81,79,1573906
1973,AL,TEX,ARL01,4/7/1973,9/30/1973,81,74,686162
1974,NL,ATL,ATL01,4/8/1974,10/2/1974,81,75,981083
1974,AL,BAL,BAL11,4/5/1974,9/29/1974,81,74,962620
1974,AL,BOS,BOS07,4/11/1974,10/2/1974,81,78,1558391
1974,AL,CAL,ANA01,4/9/1974,10/2/1974,81,77,905399
1974,AL,CHA,CHI10,4/5/1974,10/2/1974,82,76,1166453
1974,NL,CHN,CHI11,4/9/1974,9/29/1974,81,74,1015378
1974,NL,CIN,CIN08,4/4/1974,9/29/1974,82,74,2134250
1974,AL,CLE,CLE07,4/10/1974,9/29/1974,81,73,1111450
1974,AL,DET,DET04,4/9/1974,10/2/1974,81,75,1245346
1974,NL,HOU,HOU02,4/12/1974,10/2/1974,81,80,1093105
1974,AL,KCA,KAN06,4/5/1974,9/29/1974,81,78,1174292
1974,NL,LAN,LOS03,4/5/1974,9/25/1974,81,80,2629474
1974,AL,ML4,MIL05,4/5/1974,10/2/1974,81,72,938822
1974,AL,MIN,MIN02,4/9/1974,10/2/1974,82,77,667511
1974,NL,MON,MON01,4/16/1974,10/1/1974,80,70,1019132
1974,AL,NYA,NYC17,4/6/1974,9/25/1974,81,72,1290480
1974,NL,NYN,NYC17,4/10/1974,10/2/1974,81,71,1727328
1974,AL,OAK,OAK01,4/13/1974,9/29/1974,81,76,836662
1974,NL,PHI,PHI12,4/6/1974,9/25/1974,81,76,1792067
1974,NL,PIT,PIT07,4/10/1974,10/2/1974,81,72,1110737
1974,NL,SDN,SAN01,4/9/1974,9/28/1974,81,76,1075471
1974,NL,SFN,SFO02,4/5/1974,10/2/1974,81,74,519991
1974,NL,SLN,STL09,4/5/1974,9/25/1974,81,76,1838413
1974,AL,TEX,ARL01,4/4/1974,9/26/1974,80,76,1193867
1975,NL,ATL,ATL01,4/15/1975,9/24/1975,80,73,534552
1975,AL,BAL,BAL11,4/11/1975,9/24/1975,77,68,1002125
1975,AL,BOS,BOS07,4/8/1975,9/28/1975,81,77,1748518
1975,AL,CAL,ANA01,4/7/1975,9/23/1975,81,76,1058103
1975,AL,CHA,CHI10,4/15/1975,9/21/1975,81,74,770802
1975,NL,CHN,CHI11,4/10/1975,9/28/1975,81,76,1034819
1975,NL,CIN,CIN08,4/7/1975,9/28/1975,81,75,2315603
1975,AL,CLE,CLE07,4/8/1975,9/24/1975,80,69,977056
1975,AL,DET,DET04,4/10/1975,9/21/1975,80,73,1038439
1975,NL,HOU,HOU02,4/7/1975,9/24/1975,81,79,857444
1975,AL,KCA,KAN06,4/11/1975,9/25/1975,81,77,1151805
1975,NL,LAN,LOS03,4/14/1975,9/28/1975,81,80,2552103
1975,AL,ML4,MIL05,4/11/1975,9/28/1975,81,73,1213363
1975,AL,MIN,MIN02,4/15/1975,9/28/1975,82,73,737156
1975,NL,MON,MON01,4/18/1975,9/24/1975,81,72,908202
1975,AL,NYA,NYC17,4/11/1975,9/28/1975,78,68,1288046
1975,NL,NYN,NYC17,4/8/1975,9/21/1975,81,76,1730766
1975,AL,OAK,OAK01,4/8/1975,9/28/1975,81,77,1077597
1975,NL,PHI,PHI12,4/11/1975,9/28/1975,81,74,1908969
1975,NL,PIT,PIT07,4/11/1975,9/24/1975,80,73,1270013
1975,NL,SDN,SAN01,4/10/1975,9/28/1975,81,77,1281747
1975,NL,SFN,SFO02,4/11/1975,9/21/1975,81,74,522902
1975,NL,SLN,STL09,4/7/1975,9/28/1975,82,78,1695034
1975,AL,TEX,ARL01,4/8/1975,9/28/1975,80,76,1127663
1976,NL,ATL,ATL01,4/13/1976,9/29/1976,81,71,817947
1976,AL,BAL,BAL11,4/9/1976,9/29/1976,81,74,1058792
1976,AL,BOS,BOS07,4/13/1976,10/3/1976,81,79,1895885
1976,AL,CAL,ANA01,4/9/1976,9/30/1976,81,78,1006774
1976,AL,CHA,CHI10,4/9/1976,9/25/1976,80,68,914942
1976,NL,CHN,CHI11,4/13/1976,10/3/1976,81,77,1026785
1976,NL,CIN,CIN08,4/8/1976,10/3/1976,81,75,2629708
1976,AL,CLE,CLE07,4/10/1976,9/30/1976,79,68,949821
1976,AL,DET,DET04,4/13/1976,9/25/1976,80,74,1471533
1976,NL,HOU,HOU02,4/12/1976,10/2/1976,82,75,886622
1976,AL,KCA,KAN06,4/13/1976,10/3/1976,81,78,1679160
1976,NL,LAN,LOS03,4/13/1976,10/3/1976,81,79,2386301
1976,AL,ML4,MIL05,4/8/1976,10/3/1976,81,75,1011399
1976,AL,MIN,MIN02,4/13/1976,9/29/1976,81,75,715394
1976,NL,MON,MON01,4/14/1976,9/26/1976,80,67,646698
1976,AL,NYA,NYC16,4/15/1976,10/2/1976,80,74,2017932
1976,NL,NYN,NYC17,4/9/1976,9/29/1976,82,76,1470364
1976,AL,OAK,OAK01,4/17/1976,10/3/1976,81,79,780945
1976,NL,PHI,PHI12,4/10/1976,10/3/1976,81,78,2480016
1976,NL,PIT,PIT07,4/13/1976,10/3/1976,81,73,1025952
1976,NL,SDN,SAN01,4/9/1976,9/29/1976,80,77,1458478
1976,NL,SFN,SFO02,4/9/1976,9/26/1976,81,72,625382
1976,NL,SLN,STL09,4/9/1976,9/29/1976,81,79,1200323
1976,AL,TEX,ARL01,4/9/1976,10/3/1976,81,77,1161682
1977,NL,ATL,ATL01,4/15/1977,9/28/1977,81,80,871526
1977,AL,BAL,BAL11,4/7/1977,9/29/1977,81,80,1257033
1977,AL,BOS,BOS07,4/7/1977,10/1/1977,80,74,2074549
1977,AL,CAL,ANA01,4/15/1977,9/25/1977,81,76,1435133
1977,AL,CHA,CHI10,4/12/1977,10/2/1977,81,75,1680296
1977,NL,CHN,CHI11,4/7/1977,9/28/1977,81,75,1440753
1977,NL,CIN,CIN08,4/6/1977,10/2/1977,81,76,2526031
1977,AL,CLE,CLE07,4/16/1977,9/25/1977,81,71,920869
1977,AL,DET,DET04,4/7/1977,9/25/1977,81,78,1410065
1977,NL,HOU,HOU02,4/8/1977,9/25/1977,81,77,1099580
1977,AL,KCA,KAN06,4/11/1977,10/2/1977,81,77,1889574
1977,NL,LAN,LOS03,4/7/1977,10/2/1977,81,79,2945087
1977,AL,ML4,MIL05,4/12/1977,10/2/1977,81,76,1141774
1977,AL,MIN,MIN02,4/15/1977,9/28/1977,80,77,1162727
1977,NL,MON,MON02,4/15/1977,9/25/1977,81,78,1437190
1977,AL,NYA,NYC16,4/7/1977,10/2/1977,81,81,2316023
1977,NL,NYN,NYC17,4/12/1977,9/23/1977,79,70,1062782
1977,AL,OAK,OAK01,4/9/1977,9/28/1977,81,73,504765
1977,NL,PHI,PHI12,4/9/1977,10/2/1977,81,79,2699750
1977,NL,PIT,PIT07,4/7/1977,10/2/1977,81,73,1237359
1977,NL,SDN,SAN01,4/12/1977,9/25/1977,81,79,1375269
1977,AL,SEA,SEA02,4/6/1977,9/25/1977,81,76,1350601
1977,NL,SFN,SFO02,4/15/1977,10/2/1977,81,74,696654
1977,NL,SLN,STL09,4/15/1977,10/2/1977,83,79,1658282
1977,AL,TEX,ARL01,4/11/1977,10/2/1977,81,76,1274962
1977,AL,TOR,TOR01,4/7/1977,10/2/1977,80,75,1794651
1978,NL,ATL,ATL01,4/7/1978,9/28/1978,81,74,875902
1978,AL,BAL,BAL11,4/14/1978,9/28/1978,81,72,1033755
1978,AL,BOS,BOS07,4/14/1978,10/2/1978,82,77,2320210
1978,AL,CAL,ANA01,4/7/1978,10/1/1978,81,77,1755386
1978,AL,CHA,CHI10,4/7/1978,9/26/1978,80,76,1491100
1978,NL,CHN,CHI11,4/14/1978,10/1/1978,82,74,1495983
1978,NL,CIN,CIN08,4/6/1978,10/1/1978,80,75,2532497
1978,AL,CLE,CLE07,4/8/1978,9/24/1978,78,70,807123
1978,AL,DET,DET04,4/7/1978,10/1/1978,81,76,1714843
1978,NL,HOU,HOU02,4/10/1978,10/1/1978,81,78,1128233
1978,AL,KCA,KAN06,4/10/1978,10/1/1978,81,80,2255493
1978,NL,LAN,LOS03,4/14/1978,9/24/1978,81,80,3347803
1978,AL,ML4,MIL05,4/7/1978,9/24/1978,81,74,1581834
1978,AL,MIN,MIN02,4/14/1978,9/24/1978,81,73,787880
1978,NL,MON,MON02,4/14/1978,9/24/1978,80,76,1427181
1978,AL,NYA,NYC16,4/13/1978,10/1/1978,81,77,2424399
1978,NL,NYN,NYC17,4/7/1978,9/26/1978,80,73,1007867
1978,AL,OAK,OAK01,4/10/1978,10/1/1978,80,72,527017
1978,NL,PHI,PHI12,4/7/1978,9/27/1978,82,77,2582409
1978,NL,PIT,PIT07,4/7/1978,10/1/1978,81,70,964106
1978,NL,SDN,SAN01,4/14/1978,10/1/1978,81,78,1669349
1978,AL,SEA,SEA02,4/5/1978,10/1/1978,81,77,866906
1978,NL,SFN,SFO02,4/7/1978,9/27/1978,81,74,1738855
1978,NL,SLN,STL09,4/10/1978,10/1/1978,81,78,1278221
1978,AL,TEX,ARL01,4/8/1978,9/27/1978,82,75,1447963
1978,AL,TOR,TOR01,4/14/1978,9/24/1978,81,73,1562509
1979,NL,ATL,ATL01,4/9/1979,9/26/1979,79,75,768737
1979,AL,BAL,BAL11,4/6/1979,9/26/1979,79,72,1680427
1979,AL,BOS,BOS07,4/5/1979,9/27/1979,80,79,2353125
1979,AL,CAL,ANA01,4/10/1979,9/26/1979,81,81,2523575
1979,AL,CHA,CHI10,4/10/1979,9/30/1979,79,73,1280702
1979,NL,CHN,CHI11,4/5/1979,9/26/1979,81,76,1656343
1979,NL,CIN,CIN08,4/4/1979,9/30/1979,80,77,2356933
1979,AL,CLE,CLE07,4/7/1979,9/30/1979,81,74,1011744
1979,AL,DET,DET04,4/7/1979,9/30/1979,80,75,1630939
1979,NL,HOU,HOU02,4/6/1979,9/23/1979,81,77,1915449
1979,AL,KCA,KAN06,4/5/1979,9/30/1979,81,79,2261845
1979,NL,LAN,LOS03,4/5/1979,9/30/1979,81,81,2860954
1979,AL,ML4,MIL05,4/10/1979,9/27/1979,81,76,1918893
1979,AL,MIN,MIN02,4/17/1979,9/30/1979,81,75,1070621
1979,NL,MON,MON02,4/14/1979,9/30/1979,81,72,2102153
1979,AL,NYA,NYC16,4/5/1979,9/30/1979,81,79,2543848
1979,NL,NYN,NYC17,4/10/1979,9/23/1979,82,69,788764
1979,AL,OAK,OAK01,4/6/1979,9/23/1979,81,77,306763
1979,NL,PHI,PHI12,4/10/1979,9/26/1979,81,77,2774849
1979,NL,PIT,PIT07,4/6/1979,9/30/1979,81,74,1435427
1979,NL,SDN,SAN01,4/13/1979,9/23/1979,81,77,1457147
1979,AL,SEA,SEA02,4/4/1979,9/23/1979,81,80,844450
1979,NL,SFN,SFO02,4/10/1979,9/30/1979,81,78,1483812
1979,NL,SLN,STL09,4/6/1979,9/30/1979,82,77,1628406
1979,AL,TEX,ARL01,4/10/1979,9/30/1979,81,78,1519672
1979,AL,TOR,TOR01,4/13/1979,9/23/1979,81,77,1431659
1980,NL,ATL,ATL01,4/17/1980,9/27/1980,80,77,1048352
1980,AL,BAL,BAL11,4/15/1980,10/5/1980,81,80,1805020
1980,AL,BOS,BOS07,4/14/1980,10/5/1980,81,79,1956110
1980,AL,CAL,ANA01,4/11/1980,10/1/1980,81,81,2297327
1980,AL,CHA,CHI10,4/10/1980,10/5/1980,81,75,1212873
1980,NL,CHN,CHI11,4/17/1980,9/28/1980,81,76,1204582
1980,NL,CIN,CIN08,4/9/1980,10/5/1980,82,76,2031596
1980,AL,CLE,CLE07,4/19/1980,10/1/1980,79,72,1036352
1980,AL,DET,DET04,4/18/1980,9/28/1980,82,76,1785360
1980,NL,HOU,HOU02,4/10/1980,10/2/1980,81,79,2308092
1980,AL,KCA,KAN06,4/10/1980,10/5/1980,81,80,2290056
1980,NL,LAN,LOS03,4/17/1980,10/6/1980,82,81,3248887
1980,AL,ML4,MIL05,4/10/1980,10/5/1980,82,77,1865583
1980,AL,MIN,MIN02,4/22/1980,9/28/1980,80,73,769206
1980,NL,MON,MON02,4/18/1980,10/5/1980,80,75,2185122
1980,AL,NYA,NYC16,4/18/1980,10/5/1980,81,79,2627417
